Time, X-pos, Y-pos
478 6978.17 17792.6
480 7007.49 17867.4
482 7036.81 17942.1
484 7066.12 18016.9
486 7095.44 18091.6
488 7124.76 18166.4
490 7154.08 18241.2
492 7183.4 18315.9
494 7212.72 18390.7
496 7242.04 18465.4
498 7271.36 18540.2
500 7300.67 18614.9
502 7329.99 18689.7
504 7359.31 18764.4
506 7388.63 18839.2
508 7417.95 18914
510 7447.27 18988.7
512 7476.59 19063.5
514 7505.91 19138.2
516 7535.22 19213
518 7564.54 19287.7
520 7593.86 19362.5
522 7623.18 19437.2
524 7652.5 19512
526 7681.82 19586.8
528 7711.14 19661.5
530 7740.46 19736.3
532 7769.77 19811
534 7799.09 19885.8
536 7828.41 19960.5
538 7857.73 20035.3
540 7887.05 20110
542 7916.37 20184.8
544 7945.69 20259.6
546 7975.01 20334.3
548 8004.32 20409.1
550 8033.64 20483.8
552 8062.96 20558.6
554 8092.28 20633.3
556 8121.6 20708.1
558 8150.92 20782.8
560 8180.24 20857.6
562 8209.56 20932.4
564 8238.87 21007.1
566 8268.19 21081.9
568 8297.51 21156.6
570 8326.83 21231.4
572 8356.15 21306.1
574 8385.47 21380.9
576 8414.79 21455.6
578 8444.11 21530.4
580 8473.42 21605.2
582 8502.74 21679.9
584 8532.06 21754.7
586 8561.38 21829.4
588 8590.7 21904.2
590 8620.02 21978.9
592 8649.34 22053.7
594 8678.66 22128.4
596 8707.97 22203.2
598 8737.29 22278
600 8766.61 22352.7
602 8795.93 22427.5
604 8825.25 22502.2
606 8854.57 22577
608 8883.89 22651.7
610 8913.21 22726.5
612 8942.52 22801.2
614 8971.84 22876
616 9001.16 22950.8
618 9030.48 23025.5
620 9059.8 23100.3
622 9089.12 23175
624 9118.44 23249.8
626 9147.76 23324.5
628 9177.07 23399.3
630 9206.39 23474
632 9235.71 23548.8
634 9265.03 23623.6
636 9294.35 23698.3
638 9323.67 23773.1
640 9352.99 23847.8
642 9382.31 23922.6
644 9411.62 23997.3
646 9440.94 24072.1
648 9470.26 24146.8
650 9499.58 24221.6
652 9528.9 24296.4
654 9558.22 24371.1
656 9587.54 24445.9
658 9616.86 24520.6
660 9646.17 24595.4
662 9675.49 24670.1
664 9704.81 24744.9
666 9734.13 24819.6
668 9763.45 24894.4
670 9792.77 24969.2
672 9822.09 25043.9
674 9851.41 25118.7
676 9880.72 25193.4
678 9910.04 25268.2
680 9939.36 25342.9
682 9968.68 25417.7
684 9998 25492.4
686 10027.3 25567.2
688 10056.6 25642
690 10086 25716.7
692 10115.3 25791.5
694 10144.6 25866.2
696 10173.9 25941
698 10203.2 26015.7
700 10232.5 26090.5
702 10261.9 26165.2
704 10291.2 26240
706 10320.5 26314.8
708 10349.8 26389.5
710 10379.1 26464.3
712 10408.5 26539
714 10437.8 26613.8
716 10467.1 26688.5
718 10496.4 26763.3
720 10525.7 26838
722 10555.1 26912.8
724 10584.4 26987.6
726 10613.7 27062.3
728 10643 27137.1
730 10672.3 27211.8
732 10701.6 27286.6
734 10731 27361.3
736 10760.3 27436.1
738 10789.6 27510.9
740 10818.9 27585.6
742 10848.2 27660.4
744 10877.6 27735.1
746 10906.9 27809.9
748 10936.2 27884.6
750 10965.5 27959.4
752 10994.8 28034.1
754 11024.2 28108.9
756 11053.5 28183.7
758 11082.8 28258.4
760 11112.1 28333.2
762 11141.4 28407.9
764 11170.7 28482.7
766 11200.1 28557.4
768 11229.4 28632.2
770 11258.7 28706.9
772 11288 28781.7
774 11317.3 28856.5
776 11346.7 28931.2
778 11376 29006
780 11405.3 29080.7
782 11434.6 29155.5
784 11463.9 29230.2
786 11493.3 29305
788 11522.6 29379.7
790 11551.9 29454.5
792 11581.2 29529.3
794 11610.5 29604
796 11639.8 29678.8
798 11669.2 29753.5
800 11698.5 29828.3
802 11727.8 29903
804 11757.1 29977.8
806 11786.4 30052.5
808 11815.8 30127.3
810 11845.1 30202.1
812 11874.4 30276.8
814 11903.7 30351.6
816 11933 30426.3
818 11962.4 30501.1
820 11991.7 30575.8
822 12021 30650.6
824 12050.3 30725.3
826 12079.6 30800.1
828 12108.9 30874.9
830 12138.3 30949.6
832 12167.6 31024.4
