MC_samples M E
404 0.373379 -1.18542
405 0.372778 -1.18533
406 0.372032 -1.18515
407 0.371511 -1.18472
408 0.371005 -1.18451
409 0.370513 -1.18413
410 0.369854 -1.184
411 0.369367 -1.18421
412 0.368786 -1.18434
413 0.368099 -1.1847
414 0.367428 -1.18483
415 0.366795 -1.18484
416 0.36625 -1.18486
417 0.365635 -1.1847
418 0.365323 -1.18476
419 0.365143 -1.18499
420 0.365024 -1.18505
421 0.364727 -1.18482
422 0.364348 -1.18483
423 0.364232 -1.18513
424 0.364316 -1.18547
425 0.364306 -1.18586
426 0.364237 -1.18643
427 0.364016 -1.18665
428 0.363528 -1.1868
429 0.363263 -1.18653
430 0.363256 -1.18637
431 0.363179 -1.18608
432 0.362963 -1.18581
433 0.36291 -1.18531
434 0.362949 -1.18502
435 0.36308 -1.18487
436 0.363383 -1.18447
437 0.363673 -1.18437
438 0.364064 -1.18443
439 0.364465 -1.18467
440 0.36492 -1.18486
441 0.365329 -1.18499
442 0.365577 -1.18495
443 0.365745 -1.18499
444 0.36589 -1.18493
445 0.366146 -1.18519
446 0.3662 -1.18538
447 0.366197 -1.18515
448 0.366138 -1.18473
449 0.36598 -1.18437
450 0.365767 -1.18378
451 0.36541 -1.18322
452 0.364934 -1.18283
453 0.364437 -1.18272
454 0.364042 -1.18264
455 0.363681 -1.18242
456 0.36341 -1.18217
457 0.363304 -1.18188
458 0.36321 -1.1817
459 0.36317 -1.18135
460 0.363196 -1.18107
461 0.363438 -1.18078
462 0.36381 -1.18084
463 0.364179 -1.18089
464 0.364472 -1.18067
465 0.364796 -1.18056
466 0.364968 -1.18049
467 0.3653 -1.18045
468 0.365438 -1.18032
469 0.365608 -1.18004
470 0.365851 -1.17983
471 0.366136 -1.17987
472 0.366472 -1.17987
473 0.366776 -1.17981
474 0.367152 -1.17966
475 0.367642 -1.17971
476 0.368099 -1.17964
477 0.368553 -1.17954
478 0.368923 -1.17927
479 0.369363 -1.17931
480 0.369698 -1.17925
481 0.370187 -1.17936
482 0.370716 -1.17932
483 0.371201 -1.17936
484 0.371901 -1.17973
485 0.372505 -1.17986
486 0.373076 -1.18023
487 0.373583 -1.18045
488 0.374242 -1.18088
489 0.374877 -1.18131
490 0.375602 -1.18173
491 0.376466 -1.1822
492 0.377266 -1.18272
493 0.378012 -1.18302
494 0.378745 -1.1833
495 0.379556 -1.18384
496 0.380262 -1.18419
497 0.380895 -1.18441
498 0.381496 -1.18438
499 0.382034 -1.18455
500 0.38261 -1.1848
501 0.383293 -1.18513
502 0.383805 -1.18526
503 0.384384 -1.18535
504 0.38494 -1.18536
