1	0.000753982	2.71781e-14	
0.999999	0.00150796	1.08677e-13	
0.999997	0.00226194	2.44447e-13	
0.999995	0.00301592	4.34441e-13	
0.999993	0.0037699	6.78611e-13	
0.99999	0.00452388	9.76907e-13	
0.999986	0.00527785	1.32928e-12	
0.999982	0.00603182	1.73569e-12	
0.999977	0.00678579	2.19607e-12	
0.999972	0.00753975	2.71039e-12	
0.999966	0.00829371	3.2786e-12	
0.999959	0.00904766	3.90064e-12	
0.999952	0.00980161	4.57647e-12	
0.999944	0.0105556	5.30603e-12	
0.999936	0.0113095	6.08929e-12	
0.999927	0.0120634	6.92619e-12	
0.999918	0.0128173	7.81669e-12	
0.999908	0.0135713	8.76073e-12	
0.999897	0.0143252	9.75827e-12	
0.999886	0.0150791	1.08093e-11	
0.999875	0.015833	1.19137e-11	
0.999862	0.0165868	1.30714e-11	
0.99985	0.0173407	1.42824e-11	
0.999836	0.0180946	1.55468e-11	
0.999822	0.0188484	1.68643e-11	
0.999808	0.0196023	1.82349e-11	
0.999793	0.0203561	1.96587e-11	
0.999777	0.0211099	2.11356e-11	
0.999761	0.0218637	2.26654e-11	
0.999744	0.0226175	2.42482e-11	
0.999727	0.0233713	2.5884e-11	
0.999709	0.0241251	2.75726e-11	
0.99969	0.0248788	2.9314e-11	
0.999671	0.0256326	3.11082e-11	
0.999652	0.0263863	3.29551e-11	
0.999632	0.02714	3.48548e-11	
0.999611	0.0278937	3.6807e-11	
0.99959	0.0286474	3.88118e-11	
0.999568	0.0294011	4.08691e-11	
0.999545	0.0301547	4.2979e-11	
0.999522	0.0309083	4.51412e-11	
0.999499	0.0316619	4.73559e-11	
0.999474	0.0324155	4.96228e-11	
0.99945	0.0331691	5.19421e-11	
0.999424	0.0339227	5.43136e-11	
0.999399	0.0346762	5.67373e-11	
0.999372	0.0354297	5.92132e-11	
0.999345	0.0361832	6.17411e-11	
0.999318	0.0369367	6.43211e-11	
0.999289	0.0376902	6.69531e-11	
0.999261	0.0384436	6.9637e-11	
0.999231	0.039197	7.23729e-11	
0.999202	0.0399504	7.51606e-11	
0.999171	0.0407038	7.80001e-11	
0.99914	0.0414571	8.08913e-11	
0.999109	0.0422104	8.38343e-11	
0.999077	0.0429637	8.68289e-11	
0.999044	0.043717	8.98752e-11	
0.999011	0.0444703	9.2973e-11	
0.998977	0.0452235	9.61223e-11	
0.998943	0.0459767	9.93231e-11	
0.998908	0.0467298	1.02575e-10	
0.998872	0.047483	1.05879e-10	
0.998836	0.0482361	1.09234e-10	
0.998799	0.0489892	1.1264e-10	
0.998762	0.0497423	1.16097e-10	
0.998724	0.0504953	1.19606e-10	
0.998686	0.0512483	1.23166e-10	
0.998647	0.0520013	1.26777e-10	
0.998608	0.0527542	1.30438e-10	
0.998567	0.0535071	1.34151e-10	
0.998527	0.05426	1.37915e-10	
0.998486	0.0550129	1.4173e-10	
0.998444	0.0557657	1.45595e-10	
0.998402	0.0565185	1.49511e-10	
0.998359	0.0572712	1.53478e-10	
0.998315	0.058024	1.57496e-10	
0.998271	0.0587767	1.61565e-10	
0.998227	0.0595293	1.65684e-10	
0.998181	0.060282	1.69853e-10	
0.998136	0.0610345	1.74073e-10	
0.998089	0.0617871	1.78344e-10	
0.998042	0.0625396	1.82665e-10	
0.997995	0.0632921	1.87036e-10	
0.997947	0.0640446	1.91457e-10	
0.997898	0.064797	1.95929e-10	
0.997849	0.0655494	2.00451e-10	
0.9978	0.0663017	2.05023e-10	
0.997749	0.067054	2.09646e-10	
0.997698	0.0678063	2.14318e-10	
0.997647	0.0685585	2.19041e-10	
0.997595	0.0693107	2.23813e-10	
0.997543	0.0700628	2.28635e-10	
0.997489	0.0708149	2.33508e-10	
0.997436	0.071567	2.3843e-10	
0.997382	0.072319	2.43401e-10	
0.997327	0.073071	2.48423e-10	
0.997271	0.073823	2.53494e-10	
0.997215	0.0745749	2.58615e-10	
0.997159	0.0753267	2.63785e-10	
0.997102	0.0760785	2.69005e-10	
0.997044	0.0768303	2.74275e-10	
0.996986	0.077582	2.79594e-10	
