-0.380522	0.0419537	0.0374129	
-0.382025	0.0370544	0.0371504	
-0.383461	0.0321497	0.0368813	
-0.384831	0.0272408	0.0366057	
-0.386133	0.0223283	0.0363237	
-0.387369	0.0174133	0.0360354	
-0.388539	0.0124966	0.0357409	
-0.389644	0.00757907	0.0354403	
-0.390683	0.00266149	0.0351337	
-0.391657	-0.00225528	0.0348212	
-0.392566	-0.00717042	0.0345029	
-0.393411	-0.0120831	0.0341789	
-0.394192	-0.0169927	0.0338492	
-0.394909	-0.0218982	0.0335141	
-0.395563	-0.026799	0.0331736	
-0.396154	-0.0316942	0.0328277	
-0.396683	-0.0365833	0.0324767	
-0.39715	-0.0414654	0.0321205	
-0.397555	-0.0463398	0.0317593	
-0.397899	-0.0512059	0.0313931	
-0.398182	-0.0560629	0.0310221	
-0.398404	-0.0609101	0.0306463	
-0.398567	-0.065747	0.0302659	
-0.39867	-0.0705728	0.029881	
-0.398713	-0.0753869	0.0294915	
-0.398698	-0.0801886	0.0290977	
-0.398624	-0.0849775	0.0286995	
-0.398493	-0.0897527	0.0282972	
-0.398304	-0.0945138	0.0278907	
-0.398058	-0.0992601	0.0274802	
-0.397755	-0.103991	0.0270658	
-0.397396	-0.108706	0.0266475	
-0.396981	-0.113405	0.0262254	
-0.396511	-0.118086	0.0257997	
-0.395986	-0.122751	0.0253703	
-0.395406	-0.127396	0.0249374	
-0.394772	-0.132024	0.0245011	
-0.394085	-0.136632	0.0240614	
-0.393345	-0.141221	0.0236184	
-0.392551	-0.145789	0.0231723	
-0.391706	-0.150337	0.022723	
-0.390808	-0.154864	0.0222707	
-0.38986	-0.159369	0.0218155	
-0.38886	-0.163852	0.0213573	
-0.387809	-0.168313	0.0208964	
-0.386709	-0.172751	0.0204327	
-0.385559	-0.177165	0.0199664	
-0.384359	-0.181556	0.0194976	
-0.383111	-0.185922	0.0190262	
-0.381815	-0.190264	0.0185524	
-0.380471	-0.194581	0.0180763	
-0.379079	-0.198872	0.0175979	
-0.37764	-0.203138	0.0171173	
-0.376155	-0.207377	0.0166345	
-0.374623	-0.211589	0.0161497	
-0.373046	-0.215775	0.015663	
-0.371424	-0.219933	0.0151743	
-0.369756	-0.224064	0.0146837	
-0.368045	-0.228167	0.0141914	
-0.366289	-0.232241	0.0136974	
-0.36449	-0.236286	0.0132017	
-0.362648	-0.240302	0.0127044	
-0.360763	-0.244289	0.0122057	
-0.358836	-0.248246	0.0117055	
-0.356868	-0.252173	0.0112039	
-0.354858	-0.25607	0.010701	
-0.352807	-0.259936	0.0101969	
-0.350715	-0.263771	0.00969162	
-0.348584	-0.267574	0.0091852	
-0.346412	-0.271346	0.00867773	
-0.344202	-0.275087	0.00816927	
-0.341953	-0.278795	0.00765988	
-0.339665	-0.28247	0.00714962	
-0.33734	-0.286113	0.00663856	
-0.334977	-0.289723	0.00612676	
-0.332577	-0.293299	0.00561427	
-0.330141	-0.296842	0.00510116	
-0.327668	-0.300351	0.00458749	
-0.325159	-0.303827	0.00407331	
-0.322615	-0.307267	0.00355868	
-0.320036	-0.310674	0.00304367	
-0.317422	-0.314045	0.00252832	
-0.314774	-0.317382	0.0020127	
-0.312093	-0.320683	0.00149687	
-0.309378	-0.323949	0.000980874	
-0.30663	-0.32718	0.000464776	
-0.30385	-0.330374	-5.13687e-05	
-0.301037	-0.333532	-0.000567506	
-0.298193	-0.336654	-0.00108358	
-0.295318	-0.339739	-0.00159954	
-0.292412	-0.342788	-0.00211532	
-0.289475	-0.345799	-0.00263088	
-0.286508	-0.348774	-0.00314617	
-0.283512	-0.351711	-0.00366112	
-0.280486	-0.35461	-0.00417568	
-0.277431	-0.357472	-0.00468981	
-0.274348	-0.360296	-0.00520345	
-0.271237	-0.363082	-0.00571654	
-0.268099	-0.365829	-0.00622904	
-0.264933	-0.368538	-0.0067409	
-0.26174	-0.371208	-0.00725207	
-0.25852	-0.37384	-0.00776248	
-0.255275	-0.376432	-0.00827211	
-0.252004	-0.378985	-0.00878088	
-0.248708	-0.381499	-0.00928876	
-0.245387	-0.383974	-0.00979569	
-0.242041	-0.386408	-0.0103016	
-0.238671	-0.388803	-0.0108065	
-0.235278	-0.391158	-0.0113103	
-0.231861	-0.393473	-0.011813	
-0.228421	-0.395748	-0.0123145	
-0.224959	-0.397982	-0.0128147	
-0.221475	-0.400175	-0.0133137	
-0.217969	-0.402328	-0.0138113	
-0.214441	-0.40444	-0.0143075	
-0.210893	-0.406511	-0.0148023	
-0.207324	-0.408541	-0.0152957	
-0.203735	-0.41053	-0.0157875	
-0.200126	-0.412477	-0.0162778	
-0.196497	-0.414383	-0.0167664	
-0.19285	-0.416247	-0.0172534	
-0.189184	-0.418069	-0.0177387	
-0.1855	-0.41985	-0.0182222	
-0.181797	-0.421588	-0.018704	
-0.178078	-0.423284	-0.0191839	
-0.174341	-0.424938	-0.0196619	
-0.170587	-0.42655	-0.020138	
-0.166817	-0.428119	-0.0206121	
-0.163032	-0.429645	-0.0210842	
-0.15923	-0.431129	-0.0215542	
-0.155414	-0.43257	-0.0220222	
-0.151582	-0.433968	-0.0224879	
-0.147737	-0.435323	-0.0229515	
-0.143877	-0.436635	-0.0234129	
-0.140003	-0.437904	-0.0238719	
-0.136117	-0.439129	-0.0243287	
-0.132217	-0.440311	-0.024783	
-0.128305	-0.441449	-0.025235	
-0.124381	-0.442544	-0.0256845	
-0.120445	-0.443595	-0.0261315	
-0.116498	-0.444602	-0.026576	
-0.11254	-0.445565	-0.0270178	
-0.108571	-0.446484	-0.0274571	
