MC_samples M E
247 0.326761 -1.15785
248 0.327802 -1.15802
249 0.328775 -1.15876
250 0.32982 -1.15936
251 0.331255 -1.15996
252 0.332718 -1.16063
253 0.334051 -1.16099
254 0.335689 -1.16197
255 0.337451 -1.16333
256 0.339277 -1.16484
257 0.340934 -1.16611
258 0.342752 -1.16717
259 0.344266 -1.16757
260 0.345808 -1.16838
261 0.34749 -1.16939
262 0.349294 -1.17084
263 0.350951 -1.17179
264 0.352595 -1.1728
265 0.354057 -1.1734
266 0.355432 -1.17425
267 0.356629 -1.17464
268 0.357612 -1.17474
269 0.358755 -1.1748
270 0.359889 -1.17481
271 0.361384 -1.17546
272 0.362904 -1.1764
273 0.364414 -1.17696
274 0.365821 -1.17752
275 0.3672 -1.17807
276 0.368696 -1.17917
277 0.369964 -1.17986
278 0.371205 -1.1805
279 0.372634 -1.18151
280 0.374089 -1.18236
281 0.375267 -1.18299
282 0.376596 -1.18369
283 0.377756 -1.1841
284 0.378961 -1.18493
285 0.380123 -1.18554
286 0.381434 -1.18657
287 0.382509 -1.18714
288 0.383472 -1.1875
289 0.384706 -1.18862
290 0.386069 -1.18976
291 0.387027 -1.19069
292 0.387842 -1.19068
293 0.38872 -1.19089
294 0.389575 -1.19122
295 0.390508 -1.19197
296 0.391453 -1.19247
297 0.392306 -1.1929
298 0.393037 -1.19319
299 0.393562 -1.19318
300 0.393883 -1.19297
301 0.39392 -1.19292
302 0.393891 -1.19252
303 0.393696 -1.19211
304 0.393454 -1.19168
305 0.393213 -1.19138
306 0.393088 -1.19105
307 0.393062 -1.19091
308 0.393003 -1.19026
309 0.393107 -1.18974
310 0.39321 -1.18923
311 0.393714 -1.18929
312 0.394151 -1.18978
313 0.394649 -1.18971
314 0.395016 -1.18955
315 0.395444 -1.1894
316 0.395886 -1.18908
317 0.396703 -1.18965
318 0.397374 -1.18994
319 0.398088 -1.19041
320 0.398844 -1.1905
321 0.39919 -1.19022
322 0.39955 -1.19006
323 0.400108 -1.19028
324 0.400988 -1.19086
325 0.401831 -1.19105
326 0.402975 -1.19166
327 0.404128 -1.19235
328 0.40532 -1.19326
329 0.406581 -1.19441
330 0.407773 -1.19527
331 0.408822 -1.19583
332 0.409759 -1.19608
333 0.410886 -1.19685
334 0.412006 -1.19763
335 0.413045 -1.19803
336 0.413705 -1.19818
337 0.414347 -1.19843
338 0.41497 -1.1987
339 0.415501 -1.19861
340 0.416191 -1.19868
341 0.416979 -1.19918
342 0.4175 -1.19947
343 0.418105 -1.19977
344 0.418634 -1.20006
345 0.419304 -1.20029
346 0.419928 -1.20023
