MC_samples M E
472 0.543178 -1.2803
473 0.543689 -1.28087
474 0.544072 -1.28112
475 0.544295 -1.28122
476 0.544359 -1.28111
477 0.544319 -1.28103
478 0.544341 -1.28098
479 0.544436 -1.28096
480 0.544594 -1.28104
481 0.544626 -1.28091
482 0.54473 -1.28091
483 0.544855 -1.28097
484 0.544886 -1.28079
485 0.544979 -1.28095
486 0.545031 -1.28101
487 0.545216 -1.28101
488 0.54543 -1.28115
489 0.545695 -1.28137
490 0.545949 -1.28163
491 0.546324 -1.28189
492 0.546606 -1.28203
493 0.546826 -1.28225
494 0.546913 -1.28221
495 0.546838 -1.28206
496 0.546764 -1.28185
497 0.546791 -1.28183
498 0.546647 -1.28165
499 0.546673 -1.28164
500 0.54695 -1.28182
501 0.547066 -1.28176
502 0.547261 -1.28183
503 0.547495 -1.28213
504 0.547688 -1.28236
505 0.54795 -1.28257
506 0.548251 -1.28273
507 0.54855 -1.28266
508 0.548927 -1.28287
509 0.549401 -1.28318
510 0.549873 -1.28341
511 0.550254 -1.28364
512 0.550488 -1.28367
513 0.550663 -1.28384
514 0.550749 -1.28391
515 0.550777 -1.28381
516 0.550552 -1.28362
517 0.550474 -1.28344
518 0.550319 -1.28324
519 0.55027 -1.28326
520 0.550279 -1.28325
521 0.550269 -1.28328
522 0.550172 -1.28316
523 0.55 -1.28308
524 0.549914 -1.28296
525 0.549781 -1.28272
526 0.549772 -1.28259
527 0.549801 -1.28275
528 0.549867 -1.2829
529 0.549915 -1.28302
530 0.549953 -1.28311
531 0.550198 -1.28343
532 0.55047 -1.28378
533 0.550769 -1.28396
534 0.551039 -1.28418
535 0.551346 -1.28456
536 0.551716 -1.285
537 0.551983 -1.28516
538 0.552221 -1.28526
539 0.552523 -1.28549
540 0.552759 -1.28565
541 0.553041 -1.28597
542 0.553303 -1.28613
543 0.553407 -1.28617
544 0.553474 -1.2861
545 0.553459 -1.28602
546 0.553443 -1.28571
547 0.553346 -1.28547
548 0.553321 -1.28531
549 0.553333 -1.28519
550 0.553409 -1.28535
551 0.55343 -1.28532
552 0.553632 -1.28538
553 0.553978 -1.28548
554 0.554458 -1.28579
555 0.554802 -1.28586
556 0.555072 -1.28579
557 0.555449 -1.28596
558 0.555923 -1.28625
559 0.556458 -1.28676
560 0.556857 -1.28704
561 0.557246 -1.28733
562 0.557687 -1.28767
563 0.558082 -1.28789
564 0.558502 -1.28807
565 0.558885 -1.2883
566 0.559231 -1.2883
567 0.559444 -1.2881
568 0.55963 -1.28815
569 0.55978 -1.28824
570 0.559842 -1.28833
571 0.559886 -1.28835
572 0.559851 -1.28832
573 0.559808 -1.28806
574 0.559765 -1.28789
575 0.559783 -1.28781
576 0.559635 -1.28762
577 0.559263 -1.28733
578 0.558875 -1.28725
579 0.558489 -1.28722
580 0.557948 -1.28716
581 0.557375 -1.28682
582 0.556727 -1.28648
583 0.556192 -1.28611
584 0.55542 -1.28575
585 0.554846 -1.28535
586 0.554317 -1.2851
587 0.55379 -1.28472
588 0.553265 -1.28444
589 0.552649 -1.28416
590 0.55211 -1.28378
591 0.551641 -1.28355
592 0.551242 -1.28336
593 0.55086 -1.28339
594 0.550471 -1.28343
595 0.55 -1.28323
596 0.549597 -1.28299
597 0.549372 -1.28291
598 0.549314 -1.28288
599 0.549124 -1.28265
600 0.548783 -1.28233
601 0.548502 -1.28198
602 0.548264 -1.28179
603 0.548076 -1.28172
604 0.547889 -1.2818
605 0.547769 -1.28177
606 0.547517 -1.28173
607 0.547117 -1.28161
608 0.54676 -1.28166
609 0.54647 -1.28154
610 0.546049 -1.28131
611 0.545458 -1.28101
612 0.544804 -1.28052
613 0.544144 -1.2801
614 0.543493 -1.27948
615 0.542894 -1.27891
616 0.542175 -1.27859
617 0.541386 -1.27817
618 0.540696 -1.27777
619 0.539968 -1.27733
620 0.539282 -1.2771
621 0.538494 -1.27696
622 0.537733 -1.27677
623 0.537006 -1.27655
624 0.53617 -1.27619
625 0.535472 -1.27606
626 0.534704 -1.27585
627 0.533931 -1.27552
628 0.533264 -1.27519
629 0.532544 -1.27493
630 0.531706 -1.27459
631 0.530911 -1.27434
632 0.530111 -1.27413
633 0.52936 -1.27398
634 0.528533 -1.27385
635 0.527819 -1.27369
636 0.527178 -1.27358
637 0.526531 -1.27331
638 0.525839 -1.27276
639 0.525078 -1.27233
640 0.524406 -1.27192
641 0.523619 -1.27173
642 0.522843 -1.27165
643 0.522053 -1.27151
644 0.521328 -1.27126
645 0.520713 -1.27093
646 0.520155 -1.27087
647 0.51959 -1.2708
648 0.519066 -1.27062
649 0.518598 -1.27055
650 0.518131 -1.27046
651 0.517673 -1.27018
652 0.517285 -1.27014
653 0.516799 -1.27009
654 0.516422 -1.27006
655 0.515985 -1.26997
656 0.515518 -1.26979
657 0.515122 -1.26962
658 0.514825 -1.26944
659 0.514545 -1.26912
660 0.514303 -1.26888
661 0.514115 -1.26871
662 0.514018 -1.26867
663 0.513967 -1.26873
664 0.513938 -1.26877
665 0.514 -1.2688
666 0.514099 -1.26875
667 0.514295 -1.26885
668 0.514476 -1.26898
669 0.514738 -1.26916
670 0.51506 -1.26948
671 0.51541 -1.26979
672 0.515759 -1.27016
673 0.5161 -1.27037
674 0.516417 -1.27046
675 0.516741 -1.27059
676 0.517056 -1.27078
677 0.517267 -1.27087
678 0.517426 -1.27081
679 0.51743 -1.27069
680 0.517463 -1.27059
681 0.517621 -1.27076
682 0.517852 -1.27094
683 0.518097 -1.2711
684 0.518297 -1.27132
685 0.51854 -1.27149
686 0.518776 -1.27163
687 0.51909 -1.27191
688 0.519469 -1.27218
689 0.519848 -1.27247
690 0.52008 -1.27251
691 0.520282 -1.27258
692 0.520405 -1.27251
693 0.52057 -1.27253
694 0.520684 -1.27262
695 0.520813 -1.27272
696 0.520963 -1.27274
697 0.521105 -1.27284
698 0.521246 -1.27304
699 0.521352 -1.27316
700 0.521493 -1.27314
701 0.521591 -1.2731
702 0.521731 -1.27319
703 0.521942 -1.27334
704 0.522124 -1.27342
705 0.522255 -1.27352
706 0.522273 -1.2735
707 0.522291 -1.27338
708 0.522168 -1.27338
709 0.522024 -1.27323
710 0.521993 -1.2732
711 0.521948 -1.27321
712 0.521791 -1.27306
713 0.521711 -1.273
