MC_samples M E
415 0.307518 -1.17699
416 0.307476 -1.177
417 0.307302 -1.17712
418 0.307153 -1.17727
419 0.307053 -1.1773
420 0.307107 -1.17733
421 0.306995 -1.17732
422 0.306943 -1.17709
423 0.307057 -1.17686
424 0.307205 -1.17663
425 0.307353 -1.17689
426 0.307406 -1.17676
427 0.307471 -1.17665
428 0.307745 -1.17685
429 0.307972 -1.17704
430 0.308302 -1.1773
431 0.308666 -1.17773
432 0.309097 -1.17838
433 0.309527 -1.17882
434 0.309954 -1.17926
435 0.310253 -1.17949
436 0.310631 -1.1797
437 0.311064 -1.17995
438 0.311553 -1.18014
439 0.311959 -1.18021
440 0.312477 -1.1803
441 0.313197 -1.18061
442 0.313835 -1.1809
443 0.314424 -1.18104
444 0.315045 -1.18126
445 0.315629 -1.1813
446 0.316491 -1.1817
447 0.317304 -1.18206
448 0.318025 -1.18237
449 0.318786 -1.18274
450 0.319644 -1.18318
451 0.320521 -1.1835
452 0.321383 -1.18405
453 0.322274 -1.18435
454 0.323172 -1.18482
455 0.324066 -1.18532
456 0.324792 -1.18564
457 0.32558 -1.18597
458 0.326157 -1.18622
459 0.326525 -1.18623
460 0.327011 -1.18622
461 0.327527 -1.1862
462 0.327976 -1.18615
463 0.328391 -1.18611
464 0.328782 -1.18619
465 0.329194 -1.18628
466 0.32971 -1.18646
467 0.330118 -1.18642
468 0.330641 -1.18641
469 0.331098 -1.1864
470 0.331447 -1.18634
471 0.331858 -1.18633
472 0.332405 -1.18678
473 0.332939 -1.18712
474 0.33346 -1.18734
475 0.334168 -1.18773
476 0.334884 -1.18782
477 0.335587 -1.18809
478 0.336245 -1.18839
479 0.336764 -1.18856
480 0.337292 -1.189
481 0.337817 -1.18923
482 0.338288 -1.18936
483 0.339006 -1.18983
484 0.339783 -1.19004
485 0.340515 -1.19023
486 0.341049 -1.19014
487 0.34154 -1.18994
488 0.341814 -1.18977
489 0.341973 -1.18957
490 0.342276 -1.18959
491 0.342627 -1.18961
492 0.342978 -1.1897
493 0.343377 -1.19004
494 0.343613 -1.1904
495 0.343869 -1.19065
496 0.344194 -1.19101
497 0.344658 -1.19157
498 0.34509 -1.19207
499 0.345531 -1.19246
500 0.34597 -1.19276
501 0.346407 -1.19311
502 0.346922 -1.19347
503 0.347495 -1.19376
504 0.348254 -1.19433
505 0.34901 -1.19473
506 0.349842 -1.19522
507 0.350592 -1.19568
508 0.35126 -1.19596
509 0.351994 -1.19629
510 0.352627 -1.19682
511 0.353346 -1.19726
512 0.354004 -1.19775
513 0.354669 -1.19821
514 0.355272 -1.19864
515 0.355641 -1.19874
516 0.355891 -1.1987
517 0.356093 -1.19849
518 0.356448 -1.19838
519 0.356696 -1.19807
520 0.35701 -1.19823
521 0.357294 -1.19829
522 0.357385 -1.1983
523 0.35738 -1.19795
524 0.357433 -1.19765
525 0.357619 -1.19749
526 0.357814 -1.19753
527 0.358112 -1.1977
528 0.358551 -1.1978
529 0.359017 -1.19807
530 0.359472 -1.19817
531 0.359962 -1.19808
532 0.360414 -1.1982
533 0.361023 -1.1985
534 0.361601 -1.19882
535 0.362112 -1.19925
536 0.362677 -1.19966
537 0.363184 -1.19994
538 0.363745 -1.2003
539 0.364267 -1.20074
540 0.364731 -1.20115
541 0.36525 -1.20152
542 0.365738 -1.20183
543 0.366243 -1.20193
544 0.366912 -1.20233
545 0.367578 -1.20277
546 0.368306 -1.20335
547 0.369022 -1.20393
548 0.369672 -1.20432
549 0.370291 -1.20472
550 0.371 -1.2052
551 0.371806 -1.20581
552 0.3726 -1.20632
553 0.373436 -1.2068
554 0.374278 -1.20733
555 0.375117 -1.20787
556 0.375872 -1.20824
557 0.376652 -1.20865
